camera,camera_type,exposure_s,iso_gain,bortle_class,filter,sky_temp_c,sensor_temp_c,read_noise_e,dark_current_e_s,signal_e,total_noise_e,snr_single_sub,target_snr,recommended_subs,scenario_date
Nikon D7500,DSLR,60,3200,3,Optolong L-Enhance,10,15.0,5.0,0.055,630.5,11.33,55.7,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Enhance,15,18.2,5.0,0.0595,580.2,11.34,51.2,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Enhance,15,17.3,5.0,0.0583,602.4,11.34,53.1,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Enhance,15,17.0,5.0,0.0578,593.6,11.33,52.4,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Enhance,15,16.8,5.0,0.0575,618.1,11.33,54.5,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,0,2.4,5.0,0.0374,646.2,11.28,57.3,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,0,2.4,5.0,0.0373,557.0,11.28,49.4,100,4,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,0,2.8,5.0,0.0379,622.5,11.28,55.2,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,0,3.5,5.0,0.0389,574.4,11.28,50.9,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,5,7.9,5.0,0.0451,592.9,11.3,52.5,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,5,8.8,5.0,0.0463,602.6,11.3,53.3,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,5,7.7,5.0,0.0448,543.8,11.3,48.1,100,4,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,5,9.7,5.0,0.0476,584.8,11.31,51.7,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,10,13.8,5.0,0.0533,553.0,11.32,48.8,100,4,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,10,13.2,5.0,0.0525,569.8,11.32,50.3,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,10,13.5,5.0,0.0529,587.3,11.32,51.9,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,10,12.4,5.0,0.0514,585.3,11.32,51.7,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,15,17.7,5.0,0.0588,611.2,11.34,53.9,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,15,17.7,5.0,0.0588,601.8,11.34,53.1,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,15,17.2,5.0,0.0581,590.6,11.34,52.1,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,3,Optolong L-Quad Enhance,15,16.6,5.0,0.0573,633.9,11.33,55.9,100,3,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,0,3.5,5.0,0.039,416.0,15.08,27.6,100,13,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,0,4.0,5.0,0.0396,484.3,15.08,32.1,100,9,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,0,3.4,5.0,0.0387,486.5,15.08,32.3,100,9,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,0,2.9,5.0,0.0381,499.5,15.08,33.1,100,9,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,5,10.2,5.0,0.0483,417.9,15.1,27.7,100,13,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,5,7.3,5.0,0.0443,464.3,15.09,30.8,100,10,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,5,8.3,5.0,0.0456,444.9,15.09,29.5,100,11,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,5,9.1,5.0,0.0468,415.5,15.09,27.5,100,13,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,10,11.9,5.0,0.0506,491.5,15.1,32.5,100,9,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,10,13.6,5.0,0.0531,458.1,15.11,30.3,100,10,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,10,14.8,5.0,0.0547,457.7,15.11,30.3,100,10,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,10,13.0,5.0,0.0522,501.0,15.1,33.2,100,9,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,15,18.2,5.0,0.0594,460.4,15.12,30.5,100,10,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,15,17.3,5.0,0.0583,453.0,15.12,30.0,100,11,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,15,18.5,5.0,0.0599,460.2,15.12,30.4,100,10,2025-12-11
Nikon D7500,DSLR,60,3200,4,None,15,17.2,5.0,0.0581,437.8,15.12,29.0,100,11,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,0,2.9,5.0,0.0381,591.7,15.08,39.2,100,6,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,0,1.5,5.0,0.0361,527.7,15.07,35.0,100,8,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,0,0.4,5.0,0.0346,539.8,15.07,35.8,100,7,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,0,2.5,5.0,0.0375,604.6,15.07,40.1,100,6,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,5,7.5,5.0,0.0445,530.1,15.09,35.1,100,8,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,5,7.6,5.0,0.0446,540.1,15.09,35.8,100,7,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,5,8.7,5.0,0.0462,571.9,15.09,37.9,100,6,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,5,9.0,5.0,0.0466,571.3,15.09,37.9,100,6,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,10,13.3,5.0,0.0526,536.0,15.1,35.5,100,7,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,10,13.7,5.0,0.0531,575.9,15.11,38.1,100,6,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,10,12.2,5.0,0.0511,536.7,15.1,35.5,100,7,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,10,12.0,5.0,0.0508,559.9,15.1,37.1,100,7,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,15,18.5,5.0,0.0599,596.2,15.12,39.4,100,6,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,15,16.9,5.0,0.0576,501.1,15.11,33.2,100,9,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,15,16.8,5.0,0.0575,510.5,15.11,33.8,100,8,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Enhance,15,20.9,5.0,0.0632,579.3,15.13,38.3,100,6,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,0,3.1,5.0,0.0383,585.9,15.08,38.9,100,6,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,0,2.5,5.0,0.0375,563.8,15.07,37.4,100,7,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,0,2.4,5.0,0.0374,575.6,15.07,38.2,100,6,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,0,1.6,5.0,0.0362,534.5,15.07,35.5,100,7,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,5,8.3,5.0,0.0456,554.1,15.09,36.7,100,7,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,5,7.7,5.0,0.0448,516.4,15.09,34.2,100,8,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,5,9.0,5.0,0.0466,498.4,15.09,33.0,100,9,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,5,8.5,5.0,0.0459,526.0,15.09,34.9,100,8,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,10,12.7,5.0,0.0517,508.8,15.1,33.7,100,8,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,10,11.0,5.0,0.0494,527.0,15.1,34.9,100,8,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,10,13.1,5.0,0.0523,518.1,15.1,34.3,100,8,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,10,13.0,5.0,0.0522,539.3,15.1,35.7,100,7,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,15,15.8,5.0,0.0562,533.0,15.11,35.3,100,8,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,15,18.4,5.0,0.0598,499.6,15.12,33.0,100,9,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,15,16.8,5.0,0.0576,580.3,15.11,38.4,100,6,2025-12-11
Nikon D7500,DSLR,60,3200,4,Optolong L-Quad Enhance,15,19.0,5.0,0.0606,599.3,15.12,39.6,100,6,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,0,2.9,5.0,0.0381,422.7,18.09,23.4,100,18,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,0,2.4,5.0,0.0373,443.0,18.09,24.5,100,16,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,0,3.2,5.0,0.0385,448.9,18.09,24.8,100,16,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,0,3.1,5.0,0.0384,414.5,18.09,22.9,100,19,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,5,8.1,5.0,0.0453,445.7,18.1,24.6,100,16,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,5,8.9,5.0,0.0464,456.1,18.1,25.2,100,15,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,5,6.2,5.0,0.0427,461.5,18.1,25.5,100,15,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,5,8.3,5.0,0.0456,385.8,18.1,21.3,100,22,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,10,12.3,5.0,0.0512,380.9,18.11,21.0,100,22,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,10,12.7,5.0,0.0518,445.1,18.11,24.6,100,16,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,10,14.4,5.0,0.0542,450.0,18.12,24.8,100,16,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,10,12.2,5.0,0.0511,401.2,18.11,22.1,100,20,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,15,18.4,5.0,0.0597,381.6,18.13,21.0,100,22,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,15,18.9,5.0,0.0605,400.3,18.13,22.1,100,20,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,15,18.5,5.0,0.0599,413.7,18.13,22.8,100,19,2025-12-11
Nikon D7500,DSLR,60,3200,5,None,15,18.1,5.0,0.0593,400.7,18.13,22.1,100,20,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,0,3.2,5.0,0.0385,496.5,18.09,27.4,100,13,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,0,3.6,5.0,0.039,504.3,18.09,27.9,100,12,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,0,2.2,5.0,0.0371,479.5,18.09,26.5,100,14,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,0,3.0,5.0,0.0382,468.9,18.09,25.9,100,14,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,5,10.2,5.0,0.0483,510.6,18.11,28.2,100,12,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,5,8.4,5.0,0.0458,536.7,18.1,29.6,100,11,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,5,8.1,5.0,0.0453,551.4,18.1,30.5,100,10,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,5,7.6,5.0,0.0447,551.1,18.1,30.4,100,10,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,10,12.2,5.0,0.0511,467.9,18.11,25.8,100,14,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,10,13.2,5.0,0.0525,470.7,18.11,26.0,100,14,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,10,13.3,5.0,0.0526,512.5,18.12,28.3,100,12,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,10,12.9,5.0,0.0521,547.3,18.11,30.2,100,10,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,15,20.7,5.0,0.063,510.4,18.13,28.2,100,12,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,15,17.3,5.0,0.0582,459.5,18.12,25.4,100,15,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,15,17.1,5.0,0.0579,535.8,18.12,29.6,100,11,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Enhance,15,17.6,5.0,0.0587,505.2,18.13,27.9,100,12,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,0,2.9,5.0,0.0381,520.4,18.09,28.8,100,12,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,0,2.2,5.0,0.037,548.1,18.09,30.3,100,10,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,0,3.2,5.0,0.0385,472.3,18.09,26.1,100,14,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,0,3.3,5.0,0.0387,512.8,18.09,28.3,100,12,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,5,8.7,5.0,0.0461,498.2,18.1,27.5,100,13,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,5,7.5,5.0,0.0445,464.1,18.1,25.6,100,15,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,5,9.3,5.0,0.047,502.2,18.11,27.7,100,12,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,5,8.6,5.0,0.046,462.4,18.1,25.5,100,15,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,10,15.8,5.0,0.0561,547.3,18.12,30.2,100,10,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,10,12.3,5.0,0.0512,485.3,18.11,26.8,100,13,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,10,12.1,5.0,0.051,499.2,18.11,27.6,100,13,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,10,12.7,5.0,0.0518,472.8,18.11,26.1,100,14,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,15,18.3,5.0,0.0597,479.1,18.13,26.4,100,14,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,15,18.5,5.0,0.0599,460.4,18.13,25.4,100,15,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,15,18.6,5.0,0.06,519.5,18.13,28.7,100,12,2025-12-11
Nikon D7500,DSLR,60,3200,5,Optolong L-Quad Enhance,15,20.1,5.0,0.0622,519.7,18.13,28.7,100,12,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,0,1.1,5.0,0.0356,414.2,20.67,20.0,100,24,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,0,1.3,5.0,0.0358,408.6,20.67,19.8,100,25,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,0,2.9,5.0,0.038,366.3,20.67,17.7,100,31,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,0,5.0,5.0,0.041,382.8,20.68,18.5,100,29,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,5,8.7,5.0,0.0462,346.6,20.68,16.8,100,35,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,5,7.0,5.0,0.0438,361.3,20.68,17.5,100,32,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,5,8.2,5.0,0.0454,357.0,20.68,17.3,100,33,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,5,7.8,5.0,0.0449,389.6,20.68,18.8,100,28,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,10,12.8,5.0,0.0519,368.2,20.69,17.8,100,31,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,10,12.5,5.0,0.0514,400.7,20.69,19.4,100,26,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,10,13.1,5.0,0.0523,386.7,20.69,18.7,100,28,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,10,14.1,5.0,0.0537,381.7,20.69,18.4,100,29,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,15,17.5,5.0,0.0586,402.3,20.7,19.4,100,26,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,15,18.6,5.0,0.0601,374.6,20.7,18.1,100,30,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,15,18.8,5.0,0.0603,417.0,20.7,20.1,100,24,2025-12-11
Nikon D7500,DSLR,60,3200,6,None,15,19.3,5.0,0.061,349.1,20.7,16.9,100,35,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,0,2.1,5.0,0.037,421.9,20.67,20.4,100,23,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,0,3.0,5.0,0.0382,456.7,20.67,22.1,100,20,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,0,2.4,5.0,0.0373,489.7,20.67,23.7,100,17,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,0,3.1,5.0,0.0383,466.3,20.67,22.6,100,19,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,5,8.1,5.0,0.0453,487.2,20.68,23.6,100,18,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,5,6.9,5.0,0.0437,413.7,20.68,20.0,100,24,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,5,8.2,5.0,0.0454,430.1,20.68,20.8,100,23,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,5,10.2,5.0,0.0483,469.5,20.69,22.7,100,19,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,10,13.5,5.0,0.0529,427.6,20.69,20.7,100,23,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,10,11.7,5.0,0.0504,474.6,20.69,22.9,100,19,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,10,12.1,5.0,0.0509,418.9,20.69,20.2,100,24,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,10,13.0,5.0,0.0521,480.1,20.69,23.2,100,18,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,15,17.1,5.0,0.0579,437.1,20.7,21.1,100,22,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,15,19.2,5.0,0.0609,475.0,20.7,22.9,100,18,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,15,16.6,5.0,0.0572,438.5,20.7,21.2,100,22,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Enhance,15,18.5,5.0,0.0599,414.0,20.7,20.0,100,25,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,0,1.4,5.0,0.036,414.3,20.67,20.0,100,24,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,0,2.9,5.0,0.0381,476.9,20.67,23.1,100,18,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,0,2.0,5.0,0.0367,479.4,20.67,23.2,100,18,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,0,3.7,5.0,0.0391,454.7,20.67,22.0,100,20,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,5,9.0,5.0,0.0466,440.0,20.68,21.3,100,22,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,5,8.3,5.0,0.0457,449.7,20.68,21.7,100,21,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,5,9.1,5.0,0.0467,492.3,20.68,23.8,100,17,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,5,5.6,5.0,0.0419,417.6,20.68,20.2,100,24,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,10,13.1,5.0,0.0524,426.9,20.69,20.6,100,23,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,10,13.5,5.0,0.0529,436.6,20.69,21.1,100,22,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,10,13.6,5.0,0.0531,480.1,20.69,23.2,100,18,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,10,11.2,5.0,0.0496,494.2,20.69,23.9,100,17,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,15,18.4,5.0,0.0598,416.5,20.7,20.1,100,24,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,15,18.6,5.0,0.0601,417.7,20.7,20.2,100,24,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,15,18.1,5.0,0.0594,500.3,20.7,24.2,100,17,2025-12-11
Nikon D7500,DSLR,60,3200,6,Optolong L-Quad Enhance,15,16.7,5.0,0.0574,428.5,20.7,20.7,100,23,2025-12-11
Nikon D7500,DSLR,120,800,3,None,0,2.5,5.0,0.0374,999.6,15.15,66.0,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,0,4.2,5.0,0.0399,975.3,15.16,64.3,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,0,4.1,5.0,0.0397,927.7,15.16,61.2,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,0,3.5,5.0,0.0388,1038.0,15.15,68.5,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,5,8.7,5.0,0.0462,973.9,15.18,64.1,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,5,9.0,5.0,0.0466,913.8,15.19,60.2,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,5,8.4,5.0,0.0458,913.8,15.18,60.2,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,5,9.2,5.0,0.0469,957.6,15.19,63.1,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,10,14.2,5.0,0.0538,913.3,15.21,60.0,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,10,15.6,5.0,0.0558,1067.1,15.22,70.1,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,10,12.5,5.0,0.0515,904.8,15.2,59.5,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,10,12.5,5.0,0.0515,1070.7,15.2,70.4,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,15,15.2,5.0,0.0553,1009.7,15.22,66.3,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,15,18.4,5.0,0.0597,1059.1,15.24,69.5,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,15,19.9,5.0,0.0619,1000.1,15.25,65.6,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,None,15,19.3,5.0,0.061,930.0,15.24,61.0,100,2,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,0,3.8,5.0,0.0394,1092.4,15.16,72.1,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,0,4.4,5.0,0.0401,1292.7,15.16,85.3,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,0,3.5,5.0,0.0389,1244.5,15.15,82.1,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,0,2.7,5.0,0.0378,1180.5,15.15,77.9,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,5,10.2,5.0,0.0483,1205.1,15.19,79.3,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,5,8.4,5.0,0.0458,1158.5,15.18,76.3,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,5,9.1,5.0,0.0468,1140.2,15.19,75.1,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,5,5.6,5.0,0.0419,1116.0,15.17,73.6,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,10,10.8,5.0,0.0491,1224.5,15.2,80.6,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,10,13.2,5.0,0.0524,1246.5,15.21,82.0,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,10,12.1,5.0,0.0509,1137.0,15.2,74.8,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,10,13.3,5.0,0.0526,1082.1,15.21,71.1,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,15,17.5,5.0,0.0585,1262.9,15.23,82.9,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,15,20.8,5.0,0.0631,1090.8,15.25,71.5,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,15,19.0,5.0,0.0607,1097.2,15.24,72.0,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Enhance,15,19.5,5.0,0.0613,1261.5,15.24,82.8,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Quad Enhance,0,0.9,5.0,0.0353,1082.6,15.14,71.5,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Quad Enhance,0,3.8,5.0,0.0393,1317.9,15.16,87.0,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Quad Enhance,0,2.8,5.0,0.038,1125.5,15.15,74.3,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Quad Enhance,0,4.5,5.0,0.0403,1213.3,15.16,80.0,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Quad Enhance,5,8.7,5.0,0.0461,1270.1,15.18,83.7,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Quad Enhance,5,8.0,5.0,0.0451,1294.2,15.18,85.3,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Quad Enhance,5,6.8,5.0,0.0435,1139.3,15.17,75.1,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Quad Enhance,5,8.2,5.0,0.0454,1151.4,15.18,75.8,100,1,2025-12-11
Nikon D7500,DSLR,120,800,3,Optolong L-Quad Enhance,10,14.2,5.0,0.0539,1303.7,15.21,85.7,100,1,2025-12-11
